# param: NILOTB: bus_p_nil0 nil_t_req niltot_t_req nil_t_st nil_t_end:=
1	1	2	20	7	7	117	144
2	1	2	20	5	5	102	144
3	1	2	20	9	9	129	144
4	1	2	20	6	6	130	144
5	1	2	20	5	5	99	144
6	1	2	20	9	9	121	144
7	1	2	20	8	8	115	144
8	1	2	20	10	10	105	144
9	1	2	20	6	6	108	144
10	1	2	20	7	7	110	144
11	1	2	20	9	9	119	144
12	1	2	20	8	8	116	144
13	1	2	20	7	7	129	144
14	1	2	20	7	7	109	144
15	1	2	20	7	7	96	144
16	1	2	20	8	8	123	144
17	1	2	20	9	9	112	144
18	1	2	20	10	10	102	144
19	1	2	20	8	8	124	144
20	1	2	20	8	8	126	144
21	1	2	20	9	9	117	144
22	1	2	20	9	9	103	144
23	1	2	20	8	8	105	144
24	1	2	20	9	9	115	144
25	1	2	20	6	6	102	144
26	1	2	20	7	7	96	144
27	1	2	20	9	9	107	144
28	1	2	20	6	6	125	144
29	1	2	20	10	10	119	144
30	1	2	20	9	9	123	144
31	1	2	20	8	8	113	144
32	1	2	20	8	8	97	144
33	1	2	20	7	7	119	144
34	1	2	20	5	5	113	144
35	1	2	20	6	6	107	144
36	1	2	20	7	7	117	144
37	1	2	20	7	7	110	144
38	1	2	20	10	10	130	144
39	1	2	20	10	10	117	144
40	1	2	20	10	10	123	144
41	1	2	20	5	5	98	144
42	1	2	20	8	8	107	144
43	1	2	20	9	9	101	144
44	1	2	20	10	10	107	144
45	1	2	20	9	9	124	144
46	1	2	20	6	6	114	144
47	1	2	20	7	7	105	144
48	1	2	20	5	5	124	144
49	1	2	20	8	8	120	144
50	1	2	20	8	8	105	144
51	1	2	20	6	6	118	144
52	1	2	20	9	9	111	144
53	1	2	20	9	9	99	144
54	1	2	20	9	9	126	144
55	1	2	20	8	8	122	144
56	1	2	20	6	6	126	144
57	1	2	20	6	6	110	144
58	1	2	20	8	8	114	144
59	1	2	20	8	8	131	144
60	1	2	20	6	6	129	144
61	1	2	20	8	8	110	144
62	1	2	20	9	9	98	144
63	1	2	20	6	6	101	144
64	1	2	20	10	10	117	144
65	1	2	20	10	10	126	144
66	1	2	20	5	5	125	144
67	1	2	20	6	6	106	144
68	1	2	20	9	9	125	144
69	1	2	20	9	9	112	144
70	1	2	20	9	9	100	144

1	2	2	20	8	8	197	288
2	2	2	20	8	8	211	288
3	2	2	20	9	9	177	288
4	2	2	20	8	8	211	288
5	2	2	20	9	9	205	288
6	2	2	20	8	8	194	288
7	2	2	20	7	7	215	288
8	2	2	20	6	6	204	288
9	2	2	20	9	9	211	288
10	2	2	20	5	5	190	288
11	2	2	20	6	6	209	288
12	2	2	20	10	10	187	288
13	2	2	20	8	8	182	288
14	2	2	20	10	10	214	288
15	2	2	20	8	8	214	288
16	2	2	20	8	8	214	288
17	2	2	20	9	9	214	288
18	2	2	20	10	10	169	288
19	2	2	20	8	8	189	288
20	2	2	20	9	9	215	288
21	2	2	20	8	8	172	288
22	2	2	20	7	7	185	288
23	2	2	20	7	7	206	288
24	2	2	20	5	5	175	288
25	2	2	20	6	6	203	288
26	2	2	20	8	8	195	288
27	2	2	20	10	10	187	288
28	2	2	20	10	10	208	288
29	2	2	20	9	9	168	288
30	2	2	20	7	7	189	288
31	2	2	20	9	9	169	288
32	2	2	20	10	10	177	288
33	2	2	20	10	10	176	288
34	2	2	20	9	9	189	288
35	2	2	20	5	5	184	288
36	2	2	20	7	7	174	288
37	2	2	20	9	9	183	288
38	2	2	20	8	8	184	288
39	2	2	20	8	8	170	288
40	2	2	20	5	5	197	288
41	2	2	20	5	5	194	288
42	2	2	20	8	8	194	288
43	2	2	20	9	9	186	288
44	2	2	20	8	8	194	288
45	2	2	20	6	6	181	288
46	2	2	20	9	9	175	288
47	2	2	20	7	7	174	288
48	2	2	20	6	6	191	288
49	2	2	20	9	9	202	288
50	2	2	20	10	10	174	288
51	2	2	20	7	7	192	288
52	2	2	20	10	10	187	288
53	2	2	20	7	7	188	288
54	2	2	20	8	8	176	288
55	2	2	20	8	8	196	288
56	2	2	20	7	7	215	288
57	2	2	20	10	10	201	288
58	2	2	20	10	10	168	288
59	2	2	20	6	6	183	288
60	2	2	20	8	8	170	288
61	2	2	20	6	6	179	288
62	2	2	20	7	7	178	288
63	2	2	20	5	5	168	288
64	2	2	20	7	7	206	288
65	2	2	20	7	7	168	288
66	2	2	20	8	8	186	288
67	2	2	20	6	6	178	288
68	2	2	20	6	6	199	288
69	2	2	20	5	5	206	288
70	2	2	20	8	8	215	288
